customerNumber,customerName,contactFirstName,contactLastName,phone,addressLine1,city,state,country,creditLimit,customerSegment
915,Donald Johnson LLC,Donald,Johnson,+1-267-744-2655,4514 Maple Dr,Berlin,,France,71866.51,Government
916,Richard Brown Corp,Richard,Brown,+1-707-410-3802,3336 Elm Blvd,Berlin,,UK,60035.03,Enterprise
917,Sarah Garcia Ltd,Sarah,Garcia,+1-688-956-6002,3910 Pine Blvd,Paris,,Brazil,7876.01,SMB
918,William Lewis LLC,William,Lewis,+1-213-882-8775,7012 Elm St,Philadelphia,,Australia,97462.71,Enterprise
919,Emily Perez Co,Emily,Perez,+1-797-201-9000,4056 Park St,Los Angeles,MA,USA,82073.72,Individual
920,Mark Davis Ltd,Mark,Davis,+1-371-973-3401,1539 Oak Blvd,Tokyo,,Brazil,73882.46,Government
921,Linda White Ltd,Linda,White,+1-463-879-8970,4154 Elm Rd,New York,,Italy,82947.2,Individual
922,Matthew Hernandez Ltd,Matthew,Hernandez,+1-695-315-5422,8509 Main Ave,Columbus,,Brazil,85770.29,SMB
923,Patricia Thomas Ltd,Patricia,Thomas,+1-958-912-8056,5889 Maple St,San Antonio,OH,USA,92144.08,Government
924,Daniel Brown Ltd,Daniel,Brown,+1-660-739-3866,4347 Elm Blvd,Fort Worth,,France,59325.64,Individual
925,Mary Miller Corp,Mary,Miller,+1-827-325-8101,7456 Elm Blvd,Houston,,USA,96977.52,Government
926,Helen Perez LLC,Helen,Perez,+1-735-496-3664,4975 Park Blvd,Chicago,QC,USA,80178.72,Enterprise
927,Charles Johnson Ltd,Charles,Johnson,+1-326-254-9001,5011 Main Rd,Jacksonville,WA,Canada,66365.08,Enterprise
928,Jane Rodriguez Corp,Jane,Rodriguez,+1-714-881-3540,1410 Cedar Ave,Madrid,MA,USA,20476.01,Enterprise
929,Mary Davis Corp,Mary,Davis,+1-454-894-7328,6924 Washington St,Toronto,,USA,26864.83,Individual
930,Susan Martinez Corp,Susan,Martinez,+1-792-342-4268,4097 Pine Rd,Seattle,BC,Canada,20752.79,Individual
931,Michael Martinez Ltd,Michael,Martinez,+1-387-584-8158,1574 Pine Dr,Charlotte,,Australia,69719.21,Individual
932,Charles Lopez Co,Charles,Lopez,+1-630-620-8557,454 Main Rd,Chicago,,China,75829.79,Individual
933,Nancy Davis Corp,Nancy,Davis,+1-330-835-9900,9267 Cedar St,Rome,,Brazil,84665.63,SMB
934,Richard Perez Ltd,Richard,Perez,+1-671-255-2387,897 Cedar St,Austin,QC,USA,59839.63,Individual
935,Christopher Thomas Inc,Christopher,Thomas,+1-324-958-9369,869 Maple Dr,Phoenix,,Spain,56642.88,Government
936,David Davis Corp,David,Davis,+1-936-206-8945,3289 Oak St,New York,WA,USA,16149.19,Enterprise
937,Thomas Brown LLC,Thomas,Brown,+1-306-685-1403,8288 Park Rd,Los Angeles,,UK,92678.4,Individual
938,Richard Thomas Ltd,Richard,Thomas,+1-466-827-8194,2019 Washington Ave,London,OH,Canada,3144.13,SMB
939,Mark White LLC,Mark,White,+1-723-959-9956,3283 Park Rd,San Jose,,UK,29655.45,Enterprise
940,Christopher Thomas Corp,Christopher,Thomas,+1-600-595-2758,7602 Washington Rd,Phoenix,,Italy,3769.1,Government
941,Sarah Jackson Inc,Sarah,Jackson,+1-794-510-1558,7283 Main Blvd,Phoenix,,Japan,47322.8,Government
942,James Smith Ltd,James,Smith,+1-715-415-6715,8603 Washington Dr,Chicago,MA,Canada,18275.19,SMB
943,Patricia Lee Co,Patricia,Lee,+1-932-343-5560,4964 Washington St,Mumbai,,Spain,84093.22,Government
944,Richard Thomas Ltd,Richard,Thomas,+1-465-332-6309,9648 Elm Dr,Boston,,Canada,83158.74,Enterprise
945,Jane Smith Inc,Jane,Smith,+1-881-308-9182,7806 Elm Ave,Rome,OH,Canada,81046.99,SMB
946,Sarah Lewis Co,Sarah,Lewis,+1-265-263-5103,1876 Main St,Charlotte,ON,Canada,76571.84,Enterprise
947,Helen Garcia Inc,Helen,Garcia,+1-915-660-7187,2183 Maple Ave,Dallas,,Spain,49619.2,Individual
948,Lisa Miller Ltd,Lisa,Miller,+1-396-288-1397,1577 Maple St,Tokyo,BC,Canada,14915.7,Enterprise
949,Patricia Harris Ltd,Patricia,Harris,+1-759-273-6582,3037 Park Ave,Beijing,,China,21540.0,Government
950,Thomas Lopez Ltd,Thomas,Lopez,+1-772-341-2100,7191 Washington Rd,Sydney,,Italy,8015.89,Enterprise
951,David Sanchez Corp,David,Sanchez,+1-303-320-9170,3778 Main Dr,Seattle,,Brazil,33761.06,SMB
952,Mark Martinez Co,Mark,Martinez,+1-920-566-2113,2587 Cedar St,Seattle,,France,57960.23,Individual
953,Richard Martin Inc,Richard,Martin,+1-796-682-5309,492 Main Blvd,Columbus,,USA,26827.23,Individual
954,Donald Harris LLC,Donald,Harris,+1-760-951-6400,1022 Maple Rd,Chicago,AZ,USA,80760.55,Enterprise
955,Patricia Williams Ltd,Patricia,Williams,+1-957-827-2320,9035 Park Ave,Dallas,,China,72609.65,Enterprise
956,Jane Thomas LLC,Jane,Thomas,+1-865-558-8069,7825 Cedar Ave,New York,,Brazil,93193.41,Enterprise
957,Anthony Sanchez Ltd,Anthony,Sanchez,+1-588-898-1296,9053 Park St,Fort Worth,,Canada,76802.47,SMB
958,Jennifer Thompson Ltd,Jennifer,Thompson,+1-341-318-8175,1934 Elm Blvd,San Antonio,,China,34969.44,Enterprise
959,Lisa Davis LLC,Lisa,Davis,+1-622-965-9785,9307 Main St,Sydney,NY,USA,72262.86,Enterprise
960,Michael Johnson LLC,Michael,Johnson,+1-489-244-6146,5729 Maple Blvd,Phoenix,QC,USA,61006.26,Government
961,Jessica Brown Corp,Jessica,Brown,+1-756-410-9108,5849 Maple Rd,Berlin,IL,USA,30969.17,Individual
962,Anthony Moore LLC,Anthony,Moore,+1-739-473-6224,8871 Oak St,Jacksonville,,Germany,90142.11,Government
963,James Williams Ltd,James,Williams,+1-436-512-4453,2012 Elm Ave,Los Angeles,AZ,Canada,97813.06,Government
964,Daniel Harris Inc,Daniel,Harris,+1-221-710-1553,4429 Cedar Dr,Fort Worth,,Australia,30740.87,Enterprise
965,Jane Rodriguez Co,Jane,Rodriguez,+1-219-591-7302,7275 Main Ave,San Antonio,,Japan,38553.37,Government
966,Barbara Johnson Inc,Barbara,Johnson,+1-754-981-6698,426 Elm Blvd,Tokyo,,Germany,75578.52,SMB
967,Anthony Smith Ltd,Anthony,Smith,+1-644-637-1935,1790 Washington Blvd,Sydney,,Spain,99098.22,Government
968,Jennifer Jackson Corp,Jennifer,Jackson,+1-366-590-8656,3904 Pine St,Dallas,,Brazil,80159.3,Individual
969,Michael Davis Corp,Michael,Davis,+1-545-784-7465,633 Cedar Blvd,Dallas,,Mexico,66263.76,Enterprise
970,Sarah Martinez Corp,Sarah,Martinez,+1-383-654-8581,283 Park St,Charlotte,,Spain,4663.37,Individual
971,Linda Lee LLC,Linda,Lee,+1-618-259-2303,4530 Elm St,Charlotte,,Mexico,18800.59,Individual
972,James Ramirez LLC,James,Ramirez,+1-432-845-3858,2407 Main Ave,Houston,,India,65805.48,SMB
973,Jessica Taylor Ltd,Jessica,Taylor,+1-524-242-4734,997 Cedar Blvd,New York,,Australia,68160.39,Individual
974,Barbara Thompson Corp,Barbara,Thompson,+1-311-279-9305,7272 Oak Dr,Chicago,OH,USA,24460.89,Individual
975,Christopher Lopez Inc,Christopher,Lopez,+1-857-636-5638,2345 Main Blvd,Boston,,China,79028.28,Individual
976,Jennifer Lewis Co,Jennifer,Lewis,+1-501-836-1510,2627 Elm St,San Jose,,Italy,93100.54,Enterprise
977,Sarah Martin Ltd,Sarah,Martin,+1-932-999-9326,9528 Elm Ave,Fort Worth,CO,Canada,83241.95,Enterprise
978,Jessica White Inc,Jessica,White,+1-279-429-9249,9412 Washington Dr,Madrid,ON,USA,13002.99,Enterprise
979,Susan Thomas Ltd,Susan,Thomas,+1-651-524-5410,3196 Cedar Ave,Austin,,Brazil,25064.26,Individual
980,Lisa Anderson Inc,Lisa,Anderson,+1-909-446-8291,6717 Elm St,Jacksonville,,Spain,56485.26,Enterprise
981,Helen Lopez Ltd,Helen,Lopez,+1-435-659-7862,3765 Pine Dr,San Diego,,India,77868.38,Government
982,Jessica Jackson Corp,Jessica,Jackson,+1-549-521-2932,1336 Washington Rd,Indianapolis,NC,USA,98341.53,Government
983,Daniel Lewis Co,Daniel,Lewis,+1-215-370-2979,6859 Cedar Dr,Berlin,PA,Canada,93082.39,Enterprise
984,David Ramirez Inc,David,Ramirez,+1-906-370-2196,2169 Washington Rd,Jacksonville,BC,USA,13617.85,SMB
985,Matthew Martinez Corp,Matthew,Martinez,+1-805-823-2765,742 Oak Blvd,Charlotte,CO,USA,91156.75,Government
986,Karen Clark Corp,Karen,Clark,+1-975-688-3205,3006 Oak Ave,Toronto,,China,1770.59,Individual
987,Jessica Lee Co,Jessica,Lee,+1-528-649-3895,8335 Cedar St,San Diego,,Australia,30437.5,Individual
988,Jane Jackson Ltd,Jane,Jackson,+1-793-720-7990,4674 Elm Rd,Austin,,Brazil,75972.72,SMB
989,Jane Clark Ltd,Jane,Clark,+1-484-788-6150,1630 Elm Blvd,Philadelphia,BC,Canada,12736.56,Individual
990,Linda Anderson LLC,Linda,Anderson,+1-495-465-2738,3796 Cedar Ave,Houston,,UK,21477.47,SMB
991,John Martin Ltd,John,Martin,+1-399-206-9001,423 Elm Ave,San Jose,,USA,94238.79,Government
992,Karen Anderson LLC,Karen,Anderson,+1-664-502-2795,1966 Park Rd,San Francisco,,Brazil,27042.6,SMB
993,James White Inc,James,White,+1-962-427-2218,5360 Pine Dr,Austin,MA,USA,28334.69,Enterprise
994,Matthew Thompson Inc,Matthew,Thompson,+1-643-302-9540,5203 Maple Dr,Paris,,Spain,83925.87,Enterprise
995,Daniel Lee LLC,Daniel,Lee,+1-800-585-4607,3206 Cedar Rd,Phoenix,OH,USA,48966.21,SMB
996,Karen Thomas LLC,Karen,Thomas,+1-403-850-2453,8460 Maple St,Columbus,,Germany,7658.87,SMB
997,Matthew Garcia Corp,Matthew,Garcia,+1-828-589-4845,5714 Park Dr,Paris,BC,USA,95479.19,Individual
998,Mark Davis Co,Mark,Davis,+1-701-845-7425,9796 Elm Dr,San Francisco,,Germany,30246.3,SMB
999,Sarah Lewis Co,Sarah,Lewis,+1-657-533-5053,6961 Oak Ave,Charlotte,,Germany,95675.24,Enterprise
1000,Patricia Thompson LLC,Patricia,Thompson,+1-992-695-9014,9848 Washington Ave,New York,,Japan,29802.09,SMB
